UF;Ano;Total F06;Subfunção;Valor;Pct
RO;2020;971864351,59;Informação e Inteligência;253318110,6;26,065171562838348
RO;2020;971864351,59;Administração Geral;24303304,34;2,5006889387638354
RO;2020;971864351,59;Demais Subfunções;175696568,73;18,078301610976368
RO;2021;1039152456,91;Policiamento;474461797,79;45,65853591886303
RO;2021;1039152456,91;Defesa Civil;66936577,54;6,441458815296562
RO;2021;1039152456,91;Informação e Inteligência;245411567,11;23,616512233416667
RO;2021;1039152456,91;Administração Geral;60910701,62;5,861575095643104
RO;2021;1039152456,91;Demais Subfunções;191431812,85;18,42191793678064
RO;2022;1483588503,9;Policiamento;651147339,39;43,890023256333485
RO;2022;1483588503,9;Defesa Civil;89432342,31;6,028109686405882
RO;2022;1483588503,9;Informação e Inteligência;287078417,93;19,35027247618456
RO;2022;1483588503,9;Administração Geral;217445277,96;14,656710899847786
RO;2022;1483588503,9;Demais Subfunções;238485126,31;16,074883681228286
RO;2023;1558579692,49;Policiamento;660288404,06;42,36475088451317
RO;2023;1558579692,49;Defesa Civil;96771696,37;6,208966845666822
RO;2023;1558579692,49;Informação e Inteligência;283677863,36;18,201049630435893
RO;2023;1558579692,49;Administração Geral;257867562,04;16,545035411569405
RO;2023;1558579692,49;Demais Subfunções;259974166,66;16,68019722781471
RO;2024;1807641550,45;Policiamento;804554654,62;44,508528497793804
RO;2024;1807641550,45;Defesa Civil;123438287,33;6,828692740508807
RO;2024;1807641550,45;Informação e Inteligência;314164237,9;17,379786264693404
RO;2024;1807641550,45;Administração Geral;208051653,18;11,5095635596674
RO;2024;1807641550,45;Demais Subfunções;357432717,42;19,773428937336586
RR;2015;292047483,8;Policiamento;9841915,63;3,3699710409900137
RR;2015;292047483,8;Defesa Civil;2728337,96;0,9342103977408074
RR;2015;292047483,8;Informação e Inteligência;8796954,11;3,0121656915299195
RR;2015;292047483,8;Administração Geral;267847533,92;91,71369341549519
RR;2015;292047483,8;Demais Subfunções;2832742,18;0,9699594542440636
RR;2016;337494547,83;Policiamento;5624597,34;1,6665742828038739
RR;2016;337494547,83;Defesa Civil;10458650,25;3,0989093949061797
RR;2016;337494547,83;Informação e Inteligência;7635971,17;2,262546526780139
RR;2016;337494547,83;Administração Geral;310622825,59;92,0378796004919
RR;2016;337494547,83;Demais Subfunções;3152503,48;0,934090195017892
RR;2017;383725591,56;Policiamento;15377785,05;4,00749530086932
RR;2017;383725591,56;Defesa Civil;1555084,14;0,4052594286656652
RR;2017;383725591,56;Informação e Inteligência;6947858,76;1,8106321060719819
RR;2017;383725591,56;Administração Geral;356237039,66;92,83640379880637
RR;2017;383725591,56;Demais Subfunções;3607823,95;0,9402093655866772
RR;2018;358722520,14;Policiamento;4133796,92;1,1523661571029016
RR;2018;358722520,14;Defesa Civil;1726171,74;0,48119971373035636
RR;2018;358722520,14;Informação e Inteligência;6882537,87;1,918624419597054
RR;2018;358722520,14;Administração Geral;343119456,42;95,65038076954005
RR;2018;358722520,14;Demais Subfunções;2860557,19;0,7974289400296362
RR;2019;250575691,39;Policiamento;8381378,13;3,344848849266504
RR;2019;250575691,39;Defesa Civil;1318057,26;0,5260116225514289
RR;2019;250575691,39;Informação e Inteligência;8294012,46;3,3099828694440543
RR;2019;250575691,39;Administração Geral;229875776,42;91,73905702697141
RR;2019;250575691,39;Demais Subfunções;2706467,12;1,0800996317665992
RR;2020;378939248,6;Policiamento;7180952,58;1,89501420254835
RR;2020;378939248,6;Defesa Civil;1411586,29;0,37250991952275697
RR;2020;378939248,6;Informação e Inteligência;7367413,16;1,9442201321766173
RR;2020;378939248,6;Administração Geral;359236319,14;94,80050442576403
RR;2020;378939248,6;Demais Subfunções;3742977,43;0,9877513199882351
RR;2021;477594797,33;Policiamento;30105691,89;6,30360549535009
RR;2021;477594797,33;Defesa Civil;3438980,58;0,7200624042024047
RR;2021;477594797,33;Informação e Inteligência;10075036,32;2,10953644728222
RR;2021;477594797,33;Administração Geral;423762350,64;88,7284269026901
RR;2021;477594797,33;Demais Subfunções;10212737,9;2,1383687504751827
RR;2022;588909722,01;Policiamento;25394756,66;4,312164617239717
RR;2022;588909722,01;Defesa Civil;4731203,68;0,8033835243629517
RR;2022;588909722,01;Informação e Inteligência;21807911,13;3,7030991873538284
RR;2022;588909722,01;Administração Geral;527661295,01;89,59969164867006
RR;2022;588909722,01;Demais Subfunções;9314555,53;1,5816610223734484
RR;2023;705746482,86;Policiamento;43192003,77;6,120045203054603
RR;2023;705746482,86;Defesa Civil;5131019,95;0,7270344344057962
RR;2023;705746482,86;Informação e Inteligência;27124208,58;3,8433359908618443
RR;2023;705746482,86;Administração Geral;610688408,29;86,53084685809807
RR;2023;705746482,86;Demais Subfunções;19610842,27;2,778737513579679
RR;2024;766040281,38;Policiamento;30744684,79;4,013455367466358
RR;2024;766040281,38;Defesa Civil;10492823,24;1,369748235836564
RR;2024;766040281,38;Informação e Inteligência;29573464,39;3,8605625720783556
RR;2024;766040281,38;Administração Geral;688385229,44;89,86279784137375
RR;2024;766040281,38;Demais Subfunções;6844079,52;0,8934359832449781
RS;2015;3005605326,03;Policiamento;202929185,59;6,751691043149771
RS;2015;3005605326,03;Defesa Civil;7871653,62;0,261899110699188
RS;2015;3005605326,03;Informação e Inteligência;30616785,6;1,0186562199249445
RS;2015;3005605326,03;Administração Geral;2630188680,33;87,50944967894786
RS;2015;3005605326,03;Demais Subfunções;133999020,89;4,458303947278223
RS;2016;3278888397,51;Policiamento;202885495,85;6,187630417798665
RS;2016;3278888397,51;Defesa Civil;8705748,71;0,26550914988784546
RS;2016;3278888397,51;Informação e Inteligência;29759306,3;0,9076035135138886
RS;2016;3278888397,51;Administração Geral;2839885055,3;86,61121425958319
RS;2016;3278888397,51;Demais Subfunções;197652791,35;6,028042659216405
RS;2017;3709976464,17;Policiamento;241776611,38;6,5169311373001
RS;2017;3709976464,17;Defesa Civil;9994901,64;0,26940606595562516
RS;2017;3709976464,17;Informação e Inteligência;39485101,93;1,0642952134962842
RS;2017;3709976464,17;Administração Geral;3229213085,85;87,04133616579271
RS;2017;3709976464,17;Demais Subfunções;189506763,37;5,108031417455276
RS;2018;4344391578,55;Policiamento;3078823032,43;70,86891171669197
RS;2018;4344391578,55;Defesa Civil;345843042,05;7,960678401034693
RS;2018;4344391578,55;Informação e Inteligência;37401494,72;0,8609144466780146
RS;2018;4344391578,55;Administração Geral;74476609,25;1,7143162144434867
RS;2018;4344391578,55;Demais Subfunções;807847400,1;18,595179221151838
RS;2019;4757558851,85;Policiamento;3350959100,39;70,43442245778972
RS;2019;4757558851,85;Defesa Civil;400247824,14;8,41288224914678
RS;2019;4757558851,85;Informação e Inteligência;29746627,63;0,6252498089105692
RS;2019;4757558851,85;Administração Geral;76166133,69;1,6009499001863616
RS;2019;4757558851,85;Demais Subfunções;900439166,0;18,92649558396655
RS;2020;5290862234,18;Policiamento;2839615404,74;53,670182270018884
RS;2020;5290862234,18;Defesa Civil;361752255,66;6,837302497181083
RS;2020;5290862234,18;Informação e Inteligência;22186358,24;0,4193335085663694
RS;2020;5290862234,18;Administração Geral;1010056950,56;19,090592532060942
RS;2020;5290862234,18;Demais Subfunções;1057251264,98;19,982589192172703
RS;2021;5513399328,83;Policiamento;2803232698,53;50,843998980296526
RS;2021;5513399328,83;Defesa Civil;421474733,89;7,64455300174024
RS;2021;5513399328,83;Informação e Inteligência;31024287,07;0,5627070563848252
RS;2021;5513399328,83;Administração Geral;1091260575,25;19,79288112768673
RS;2021;5513399328,83;Demais Subfunções;1166407034,09;21,15585983389169
RS;2022;6486335959,62;Policiamento;3244336905,29;50,0180213526909
RS;2022;6486335959,62;Defesa Civil;476199237,44;7,341575280782989
RS;2022;6486335959,62;Informação e Inteligência;36657093,22;0,565143301984431
RS;2022;6486335959,62;Administração Geral;1196384147,53;18,444683639237365
RS;2022;6486335959,62;Demais Subfunções;1532758576,14;23,630576425304316
RS;2023;6278051714,42;Policiamento;3185837462,8;50,74563905681884
RS;2023;6278051714,42;Defesa Civil;375703424,32;5,9843951819805845
RS;2023;6278051714,42;Informação e Inteligência;30055074,77;0,4787325134797277
RS;2023;6278051714,42;Administração Geral;2141189512,67;34,10595531973592
RS;2023;6278051714,42;Demais Subfunções;545266239,86;8,685277927984934
RS;2024;6276660596,44;Policiamento;3201713918,73;51,00983029966524
RS;2024;6276660596,44;Defesa Civil;423841143,94;6,752653539692659
RS;2024;6276660596,44;Informação e Inteligência;30229594,1;0,48161906535372717
RS;2024;6276660596,44;Administração Geral;2207101981,17;35,163634344380924
RS;2024;6276660596,44;Demais Subfunções;413773958,5;6,592262750907459
SC;2015;1985602829,63;Policiamento;50658533,71;2,5512923810367343
SC;2015;1985602829,63;Defesa Civil;3515282,54;0,17703855411281028
SC;2015;1985602829,63;Administração Geral;1913411043,32;96,36423834451058
SC;2015;1985602829,63;Demais Subfunções;18017970,06;0,9074307203398522
SC;2016;2135862573,92;Policiamento;199219967,52;9,327377610927785
SC;2016;2135862573,92;Defesa Civil;33314631,61;1,5597741173420558
SC;2016;2135862573,92;Informação e Inteligência;2929016,72;0,13713507393990734
SC;2016;2135862573,92;Administração Geral;1886042693,09;88,30356016906558
SC;2016;2135862573,92;Demais Subfunções;14356264,98;0,6721530287246712
SC;2017;2195018385,18;Policiamento;198411005,22;9,039150038997489
SC;2017;2195018385,18;Defesa Civil;39708896,58;1,8090461951526533
SC;2017;2195018385,18;Informação e Inteligência;4608544,88;0,20995472799295398
SC;2017;2195018385,18;Administração Geral;1909130141,75;86,97558775087181
SC;2017;2195018385,18;Demais Subfunções;43159796,75;1,966261286985108
SC;2018;2272593168,12;Policiamento;258230993,46;11,362834187943163
SC;2018;2272593168,12;Defesa Civil;38774812,1;1,706192408035637
SC;2018;2272593168,12;Informação e Inteligência;5952924,44;0,2619441316425566
SC;2018;2272593168,12;Administração Geral;1917494350,4;84,37473003521546
SC;2018;2272593168,12;Demais Subfunções;52140087,72;2,2942992371631927
SC;2019;2255215261,78;Policiamento;218501355,79;9,688713955294045
SC;2019;2255215261,78;Defesa Civil;35018200,06;1,5527653015420255
SC;2019;2255215261,78;Informação e Inteligência;5676019,79;0,25168416896576074
SC;2019;2255215261,78;Demais Subfunções;1996019686,14;88,50683657419816
SC;2020;2351318096,13;Policiamento;134950890,14;5,7393719021732394
SC;2020;2351318096,13;Defesa Civil;60747052,94;2,583531893876149
SC;2020;2351318096,13;Informação e Inteligência;42560936,96;1,8100884363562046
SC;2020;2351318096,13;Administração Geral;2044248807,25;86,9405466922829
SC;2020;2351318096,13;Demais Subfunções;68810408,84;2,926461075311505
SC;2021;2498076276,62;Policiamento;158576071,83;6,347927535846103
SC;2021;2498076276,62;Defesa Civil;87546609,8;3,504561114461011
SC;2021;2498076276,62;Informação e Inteligência;60911127,0;2,4383213423096617
SC;2021;2498076276,62;Administração Geral;2098052790,61;83,9867385254045
SC;2021;2498076276,62;Demais Subfunções;92989677,38;3,722451481978719
SC;2022;3182366403,13;Policiamento;286707785,56;9,00926383831887
SC;2022;3182366403,13;Defesa Civil;143017133,88;4,494049891280157
SC;2022;3182366403,13;Informação e Inteligência;84384204,97;2,651618144504176
SC;2022;3182366403,13;Administração Geral;2551471886,79;80,17530238757274
SC;2022;3182366403,13;Demais Subfunções;116785391,93;3,669765738324045
SC;2023;3185564985,86;Policiamento;176025653,22;5,525727900744073
SC;2023;3185564985,86;Defesa Civil;130563797,65;4,098607255841367
SC;2023;3185564985,86;Informação e Inteligência;80632362,77;2,531179339549146
SC;2023;3185564985,86;Administração Geral;2691754352,27;84,49849129489075
SC;2023;3185564985,86;Demais Subfunções;106588819,95;3,3459942089746586
SC;2024;3368498204,53;Policiamento;236326835,32;7,015792230560924
SC;2024;3368498204,53;Defesa Civil;123610031,12;3,6695887488901615
SC;2024;3368498204,53;Informação e Inteligência;82378542,52;2,4455569668767008
SC;2024;3368498204,53;Administração Geral;2830474647,74;84,02779149276496
SC;2024;3368498204,53;Demais Subfunções;95708147,83;2,8412705609072444
SE;2015;784087746,99;Policiamento;405440009,52;51,70849960051357
SE;2015;784087746,99;Defesa Civil;58506856,45;7,461774103038773
SE;2015;784087746,99;Administração Geral;290163335,47;37,00648767741816
SE;2015;784087746,99;Demais Subfunções;29977545,55;3,823238619029501
SE;2016;820592198,04;Policiamento;419830893,26;51,16194064028077
SE;2016;820592198,04;Defesa Civil;57947489,19;7,061667089744293
SE;2016;820592198,04;Administração Geral;314470083,56;38,32233407910991
SE;2016;820592198,04;Demais Subfunções;28343732,03;3,4540581908650294
SE;2017;845584455,32;Policiamento;424130334,52;50,15824638823258
SE;2017;845584455,32;Defesa Civil;56660627,6;6,700765044049627
SE;2017;845584455,32;Administração Geral;335276261,52;39,65023947763079
SE;2017;845584455,32;Demais Subfunções;29517231,68;3,4907490900869984
SE;2018;892986186,11;Policiamento;453472593,33;50,78159106865962
SE;2018;892986186,11;Defesa Civil;62741382,4;7,026019369158683
SE;2018;892986186,11;Administração Geral;352016471,11;39,420147431780975
SE;2018;892986186,11;Demais Subfunções;24755739,27;2,7722421304007194
SE;2019;958348463,78;Policiamento;509506314,16;53,1650368750383
SE;2019;958348463,78;Defesa Civil;73222644,91;7,640503186198992
SE;2019;958348463,78;Informação e Inteligência;1101572,5;0,11494488086881086
SE;2019;958348463,78;Administração Geral;349536988,81;36,47284907530673
SE;2019;958348463,78;Demais Subfunções;24980943,4;2,606665982587171
SE;2020;956459853,46;Policiamento;505408633,67;52,8415941183188
SE;2020;956459853,46;Defesa Civil;74840653,46;7,824756385671956
SE;2020;956459853,46;Informação e Inteligência;1101572,5;0,11517184919106159
SE;2020;956459853,46;Administração Geral;348541838,13;36,44082256763287
SE;2020;956459853,46;Demais Subfunções;26567155,7;2,777655079185303
SE;2021;1504447958,71;Policiamento;962312477,6;63,96449089705582
SE;2021;1504447958,71;Defesa Civil;120337542,73;7,998784008001468
SE;2021;1504447958,71;Informação e Inteligência;6670077,87;0,44335716841407447
SE;2021;1504447958,71;Administração Geral;384646323,09;25,567273421662108
SE;2021;1504447958,71;Demais Subfunções;30481537,42;2,026094504866531
SE;2022;1252127303,32;Policiamento;649038918,2;51,83489861446847
SE;2022;1252127303,32;Defesa Civil;107953347,5;8,621595201523283
SE;2022;1252127303,32;Informação e Inteligência;2985,0;0,0002383942904276035
SE;2022;1252127303,32;Administração Geral;454841240,37;36,32547897997225
SE;2022;1252127303,32;Demais Subfunções;40290812,25;3,217788809745575
SE;2023;1253989287,06;Policiamento;644851725,68;51,42402190626893
SE;2023;1253989287,06;Defesa Civil;108438247,54;8,647462036476835
SE;2023;1253989287,06;Administração Geral;458120893,31;36,5330787142586
SE;2023;1253989287,06;Demais Subfunções;42578420,53;3,395437342995638
SE;2024;1700732452,09;Policiamento;724480851,73;42,598167092048975
SE;2024;1700732452,09;Defesa Civil;127678909,21;7,5072895241751665
SE;2024;1700732452,09;Informação e Inteligência;4315384,12;0,2537368011468765
SE;2024;1700732452,09;Administração Geral;668236150,09;39,2910801030942
SE;2024;1700732452,09;Demais Subfunções;176021156,94;10,349726479534786
SP;2015;11197084726,14;Policiamento;9635039447,19;86,04953595373492
SP;2015;11197084726,14;Defesa Civil;33220579,64;0,2966895442207859
SP;2015;11197084726,14;Informação e Inteligência;327037894,3;2,920741445641813
SP;2015;11197084726,14;Administração Geral;900338171,84;8,040826642475322
SP;2015;11197084726,14;Demais Subfunções;301448633,17;2,692206413927165
SP;2016;10930825568,65;Policiamento;9452720084,34;86,47764091534624
SP;2016;10930825568,65;Defesa Civil;31346079,75;0,2867677244791252
SP;2016;10930825568,65;Informação e Inteligência;291202160,3;2,6640454416835473
SP;2016;10930825568,65;Administração Geral;825324675,73;7,550433135600122
SP;2016;10930825568,65;Demais Subfunções;330232568,53;3,0211127828909725
SP;2017;11473029302,61;Policiamento;9865163716,59;85,98569267443406
SP;2017;11473029302,61;Defesa Civil;36126821,54;0,31488476658716025
SP;2017;11473029302,61;Informação e Inteligência;278564328,96;2,4279928309485737
SP;2017;11473029302,61;Administração Geral;954079353,31;8,315845171710286
SP;2017;11473029302,61;Demais Subfunções;339095082,21;2,955584556319918
SP;2018;11325847798,33;Policiamento;9729842003,62;85,90828851730349
SP;2018;11325847798,33;Defesa Civil;28837254,93;0,2546145369731356
SP;2018;11325847798,33;Informação e Inteligência;242851003,2;2,1442192012840615
SP;2018;11325847798,33;Administração Geral;942177317,09;8,318823754888568
SP;2018;11325847798,33;Demais Subfunções;382140219,49;3,3740539895507577
SP;2019;11800303005,15;Policiamento;10323150356,79;87,48207865751138
SP;2019;11800303005,15;Defesa Civil;35830609,33;0,3036414345831837
SP;2019;11800303005,15;Informação e Inteligência;289202142,33;2,450802680268326
SP;2019;11800303005,15;Administração Geral;779448801,55;6,6053287039309545
SP;2019;11800303005,15;Demais Subfunções;372671095,15;3,1581485237061737
SP;2020;11638997394,66;Policiamento;10044763756,14;86,30265490693006
SP;2020;11638997394,66;Defesa Civil;76788736,49;0,6597538764398285
SP;2020;11638997394,66;Informação e Inteligência;211044975,95;1,8132573519333197
SP;2020;11638997394,66;Administração Geral;1023166293,95;8,790845630908304
SP;2020;11638997394,66;Demais Subfunções;283233632,13;2,43348823378849
SP;2021;12616229094,01;Policiamento;11123186221,79;88,16569625444679
SP;2021;12616229094,01;Defesa Civil;54163331,19;0,4293147404537537
SP;2021;12616229094,01;Informação e Inteligência;189941035,69;1,505529380250246
SP;2021;12616229094,01;Administração Geral;1005600828,21;7,970692516097734
SP;2021;12616229094,01;Demais Subfunções;243337677,13;1,9287671087514822
SP;2022;13914347576,37;Policiamento;12170634133,45;87,46823425712567
SP;2022;13914347576,37;Defesa Civil;58771484,94;0,4223804574194229
SP;2022;13914347576,37;Informação e Inteligência;305992113,93;2,199112191574474
SP;2022;13914347576,37;Administração Geral;1126234319,96;8,094050502753174
SP;2022;13914347576,37;Demais Subfunções;252715524,09;1,8162225911272576
SP;2023;15168498886,5;Policiamento;13351629818,52;88,02209050760443
SP;2023;15168498886,5;Defesa Civil;81410876,66;0,5367101732951035
SP;2023;15168498886,5;Informação e Inteligência;246929288,49;1,627908538199305
SP;2023;15168498886,5;Administração Geral;1244085904,91;8,201773387195482
SP;2023;15168498886,5;Demais Subfunções;244442997,92;1,6115173937056808
SP;2024;16336935192,76;Policiamento;14374782714,23;87,98947014615347
SP;2024;16336935192,76;Defesa Civil;35583338,03;0,21780913990385042
SP;2024;16336935192,76;Informação e Inteligência;1186525989,49;7,262843216858875
SP;2024;16336935192,76;Administração Geral;498664658,91;3,0523758160648886
SP;2024;16336935192,76;Demais Subfunções;241378492,1;1,4775016810189165
TO;2015;629948561,89;Policiamento;19529385,9;3,1001556446778857
TO;2015;629948561,89;Defesa Civil;1742706,52;0,27664266980330166
TO;2015;629948561,89;Informação e Inteligência;48316,21;0,007669865910168846
TO;2015;629948561,89;Administração Geral;607975335,39;96,5119014742926
TO;2015;629948561,89;Demais Subfunções;652817,87;0,10363034531603445
TO;2016;728928896,44;Policiamento;17190174,98;2,3582787105785927
TO;2016;728928896,44;Defesa Civil;2588896,1;0,355164421748658
TO;2016;728928896,44;Administração Geral;478540184,97;65,64977562381351
TO;2016;728928896,44;Demais Subfunções;230609640,39;31,636781243859225
TO;2017;797250754,8;Policiamento;19649542,55;2,4646627716181126
TO;2017;797250754,8;Defesa Civil;7373484,99;0,9248639710412978
TO;2017;797250754,8;Administração Geral;543227039,68;68,13753846069108
TO;2017;797250754,8;Demais Subfunções;227000687,58;28,472934796649508
TO;2018;869454361,74;Policiamento;29269822,45;3,3664587513740933
TO;2018;869454361,74;Defesa Civil;3214928,83;0,36976395443759774
TO;2018;869454361,74;Administração Geral;541956156,41;62,332904435076664
TO;2018;869454361,74;Demais Subfunções;295013454,05;33,930872859111645
TO;2019;1070221091,23;Policiamento;22321855,53;2,085723754924844
TO;2019;1070221091,23;Defesa Civil;2906315,79;0,271562185964751
TO;2019;1070221091,23;Administração Geral;661025470,2;61,76531892492294
TO;2019;1070221091,23;Demais Subfunções;383967449,71;35,87739513418746
TO;2020;1044000277,1;Administração Geral;983910526,19;94,24427826045067
TO;2020;1044000277,1;Demais Subfunções;60089750,91;5,755721739549335
TO;2021;1022460831,98;Policiamento;37426953,45;3,6604779644734693
TO;2021;1022460831,98;Defesa Civil;3963087,23;0,38760284071962575
TO;2021;1022460831,98;Administração Geral;971513075,35;95,01714344095319
TO;2021;1022460831,98;Demais Subfunções;9557715,95;0,9347757538537138
TO;2022;1121375003,03;Policiamento;52668524,17;4,696780651226177
TO;2022;1121375003,03;Defesa Civil;12960229,16;1,155744432057157
TO;2022;1121375003,03;Administração Geral;1048675534,65;93,51693517480209
TO;2022;1121375003,03;Demais Subfunções;7070715,05;0,6305397419145822
TO;2023;1264758059,02;Policiamento;60866368,9;4,812491089968813
TO;2023;1264758059,02;Defesa Civil;3641175,28;0,2878950052171536
TO;2023;1264758059,02;Administração Geral;1189013296,47;94,0111263170214
TO;2023;1264758059,02;Demais Subfunções;11237218,37;0,8884875877926548
TO;2024;1413511634,15;Policiamento;66466085,71;4,702195871912202
TO;2024;1413511634,15;Defesa Civil;2410086,48;0,1705034767152291
TO;2024;1413511634,15;Informação e Inteligência;32170,24;0,002275909106283743
TO;2024;1413511634,15;Administração Geral;1324989617,93;93,73743985678394
TO;2024;1413511634,15;Demais Subfunções;19613673,79;1,3875848854823518
